"","X1","X2"
"1261","mvLdgkwBzqllHWHwS-ZZgQ","Wow what a grate first experience 
Starting with the fire toasted bread, to the amazing zucchini appetizer and the marvelous burik filled with feta and... This has been on my list for some time now and finally decided to give it a try for date night.  It is in an unassuming strip mall and doesn't look too... Fantastic Greek Restaurant.

This is as authentic as it gets. The gyro was delicious, just like Greece. REAL gyro, not the fake KRONOS that you get from..."
"1262","eBj_YyJU5jVu6tbZCkdtDA","This place has the best Happy Hour in town. Service was incredible and now for the third time, José at the bar has been our server. HE IS AMAZING! It a must... My family refers to all Brio restaurants as ""Old Reliable"". This place is no different.  The food is pretty consistent and it's good, just nothing to write... Wow!!! 
They forgot to bring me the bread but I'll forgive them, the food is delicious!!! 
And the best part is the dessert! 
Worth the price,
Thx :)"
"1263",NA,NA
"1264","mmbXj7CmjGbH-wR3j6cD0w","Just what the tummy ordered! Make your own salad as you come in. Pay for buffet and drinks seat yourself then go for soups, baked potatoe and BAKED SWEET... Yes, I drove across town for the +1 Yelp review count. At least it was free.

Sweet Tomatoes is a chain which I've been familiar with for years and years... I really like Sweet Tomatoes more than ever lately. Maybe it is that time of year that I am more in the mood for soup and salads. 

Their food options and..."
"1265","u0YYkO2CeD3JFCkR1wSMog","This place is absolutely incredible!  I came here to have dinner with some friends before a concert and it was the best fine dining experience. We sat at... If there is one thing I dislike about going to restaurants like this, it has to be a bad waiter/waitress that only expect to make the their tip money by the... 1 star for the food, 4 stars for ""the place"" .
I imagined the owner sitting down with some friends...."" yo cuz, I'm gonna make a restaurant in Vegas, with..."
"1266","pCG8zf1IAnc9NFdPYJKdnQ","Literally!!!!!! THE BEST HOT DOGS ON FREMONT! It's something so simple but so yummy. It was my first time so thinking I wasn't too hungry I only got one.... This cart is located in Container Park near Fremont street, and it was the first available food purchase when I walked out of Life is Beautiful last night,... 4.75 star! Outside of El Cortez, the hot dog stand is manned by a super friendly dude. Toppings galore. The pineapple sauce and potato chip toppings are..."
"1267","eavP59x5DOpGwVFhxbG4Cg","Holy hell did I have the hangover of a lifetime. After about 11 shots and plenty other drinks too many the night before I needed something to settle my... You will probably go here hoping it will be good due to lack of options and wishful thinking but it is not good at all. Service good. A little pricey. We decided to visit this restaurant before our Mystere show and I was craving Vietnamese food so convinced my boyfriend to eat here with me. I was..."
"1268","8SwMaPL6AJIs1ZPSZ3NJ4w","This is by far one of the best places I've ever eaten. Their meat platters melt in your mouth, their martini with house pickled veg flows like water, and... I loved Forte.  Food and drinks were phenomenal.  We sat at the bar and Ashley our bartender was wonderful.  She made us awesome drinks, told us stories... First time here. I saw this on DDD and I must say I was alittle worried because I've never had this type of food but it was amazing .The Kachapuri was so..."
"1269","MDVbJicJvqaO4WGx0vEabQ","My friend and I come here all the time, usually for Sunday lunch/dinner! This particular Chili's is our spot!!! We usually find seating in the bar area and... So, we are in Vegas for a basketball tournament and we walked in with 15 people (7 adults and 8 kids) who just wanted to sit down, grab a quick bite to eat... I never really fancied Chili's, but decided to give it another shot considering that my friends and boyfriend love the place. The food is actually decent..."
"1270","3fT1kcQ-MVEImGHa3hll5w","Decided to try earl of sandwich for the first time on Monday. When I walked in I was greeted by the staff. I ordered the original sandwich and it tasted... I felt the sandwiches here are just average. The bread was good, but a bit chewy for my liking. Also very skimpy in toppings. Service was nice and food made... I'm giving 3 stars only because there has been a lack of consistency in product and flavor. This location is in Downtown Summerlin. It's an easy place to..."
"1271","T5UBAJt5Kod_wQGbH6m9hA","Delicious and fresh food!
This place is really a hidden gem. The waitress was very nice. Service was fast.
Pretty busy for a Thursday afternoon.
We had the... My father and I had dinner her today and we both really enjoyed it. The chips tasted fresh and the Salsa was on point. I had the Carnitas Tacos and they... Wait was extremely long. The Micheladas have WAY too much salt on the brim and barely any tajin. Empanadas de camaron are soggy and it just tastes off...."
"1272","6tSvz_21BMo3a4GaItwa0g","I've been about 10+ times..I guess I'm a regular lol the service is always very attentive. The bathroom has mouthwash. The food is always fresh and fash.... If I could rate this place more than 5 stars I would most definitely would. Today I experienced the best sushi My girlfriend and I have ever had.Not just... One of my favorite AYCE places here in Vegas! Service is always fast and friendly, quality is usually on point and the place is clean with fun and modern..."
"1273","EnCIojgP5KTr1leaysFE3A","What surprised me most is HOW HAVE I NOT COME ACROSS VIVA LAS AREPAS EARLIER?! A good friend of mine who was visiting told me about this, so we swung by for... WOW!

Came here on a referral from a FB BBQ forum.

Not a destination neighborhood, except to come here.

We had Wood Fired Beef, Wood Fired Chicken, and... Although located in a sketchy looking strip mall, this place is worth a visit! For two, we ordered the half chicken and upgraded to the fried plantains..."
"1274","eSLwC2iFJOU4UWXyuPiTpg","Such a cute spot! 

- they nailed the old Irish pub vibe 
- great happy hour deals 
-the bartender was super sweet and was eager to talk and share a laugh... I've been to Hennessey's on Freemont Street several times, and each time has been a blast.

First off, it's fun to people watch.  Vegas tourism (and even... After spending most of the day experiencing Fremont Street and figuring out our wagers on Sunday's NFL games we were looking for a place exactly like..."
"1275","LrO_Xy6lfpbTgFoJcOjY4w","If I had to give the customer service it's own rating, I would give 1 star. I was not greeted upon entering the building and just kind of felt unwelcomed.... I had not been to a round table pizza in years. They were quite popular when I grew up in Northern Nevada and when I live in Northern California. So I was... I've been eating at RT for over 40 years, and am glad to see there are still a couple remaining in Las Vegas.

There are a few differences between the 2..."
"1276","S-egzF2c7bRpCUNbZqV8dg","Being Filipino rocks! Main reason is because our food is seriously one of the best things on this planet! Haha!

Thank you to the Truffles N Bacon team for... Waited up front. Lots of empty tables and seats. I was generally not seen/ ignored until finally someone came out front. 

Sinful tots were super greasy and... And just like that, Truffles n Bacon is helping us end our year on a high. They're hands down the best breakie place in Vegas. Yup, I said it. 

We live on..."
"1277","KhWl4Mwhm_Oqq0zIIz-0wQ","My server/Team Member was Elvia, she was so pleasant and a true light at the end of a very long day of travel. 
The Buffet was very clean, very well laid... Golden Coral is better then this place...I don't see 200 items to choose from. They don't even have crab legs anymore! The best thing that I tried was the... One word....overpriced. The people who work here are really friendly though. The desserts were delicious and they do have a variety of food here. The best..."
"1278","SQ8Tkavc4TJj-2kanEDzLg","Mood- lunch

Upon entering was greeted with great customer service. We had questions regarding the special they are offering. You order at the counter, grab... An okay place to get a pizza if you're in a pinch. They picked up the phone on the first try and had the order ready in 20 minutes. That's the positive.... Update... the saga continues the business owner says I'm a bully and I'm trying to embarrass them... When did our opinions and experiences become bullying?..."
"1279","gh6__q2WXFuyN8gt6VAnWw","I just had the best dinner at Villa Algarve. The ambiance is wonderful, open, clean with twinkling lights that add the atmosphere of romance.
The owner is... First time at this Portuguese restaurant. Had a party of four & was seated immediately. Once we walked in we instantly saw the girls dancing, so we kinda... This is my second time here. We just came back from dinner and we had the seafood four course meal for two on Groupon for $79.   The food is authentic,..."
"1280","MpT8KheTjs7TSDWIoMUFxg","I ordered delivery & it arrived within 20 minutes and the food was hot & delicious! I ordered:

Hand rolled California roll - pretty good, nothing special.... I had a fantastic lunch here today.  The lunch special was $6.95 and frankly, I'm not sure it can be beat for the price.  The waitress was extremely kind... I really wanted to like this. The prices and portions were good, the service was very friendly but sadly it was a ""choose two out of three"" situation...."
"1281","E7VRsyNQWPteH6_qI4j7bw","I enjoyed this food!!! We got into Las Vegas late that night and I was very hungry...In fact I and all my friends were. So I got on my handy dandy Yelp app... The first thing on the agenda after we arrived in Vegas was to find some food. Since it was 1am now, we just dined at the closest spot that was open still.... Recently staying at a hotel nearby on business I spotted Thai Pepper while out on a run. I noted it, and checked the reviews and figured I'd give it a shot...."
"1282","XkvvUNCmLIvOts0OftXegw","Been coming here since I arrived in this desert over a decade ago and have yet to be disappointed. First went to the Cheyenne location and now been going to... This is one of the Best Breakfast experience I have had. Their bacon made it even a better experience for me and I don't usually eat bacon for... We have to say this was one of the best breakfasts we have ever had.  The oven baked omelette were absolutely fabulous and cooked to perfection.  Pancakes..."
"1283","Yr_w9lakJrKMyEG_hI6zbA","Divine Intervention lead me to Moe's pizza..<U+200D>
It was super windy outside last night, I was driving east down tropicana as i was approaching jones blvd i saw... om nom nom nom nom nom nom.....

this joint is definitely a mom n pops pizzeria... even though the owners are young they can still be mom n pops... it is... Lovely couple who are owner of this place, are really professional on this business. They are friendly and their service is beyond of great!!
Omg, the foods..."
"1284","Er8DpPwf_lHHv64ncWhD8g","During our stay at the Bellagio, we ventured out for more reasonable ($$) food.  Our first experience was around noon on a weekday.  We both got a French... 3.5 stars, but rounded down to 3 stars because of service. 

First morning in Vegas and decided to eat at The Henry for brunch. 

I previously made a... The Henry is a restaurant I wish I knew about earlier. The hours for their breakfast menu and their punch/dinner menu is weird so watch that but we went..."
"1285","8dSIAoz_UphMGpZr_uMing","I've been coming to Rosati's's Chicago pizzeria's for years if you like Chicago pizza you have to give this place a shot!...

There are a few locations... I would give zero stars if I could.

I ordered only two slices of pepperoni pizza and literally just called them to request to have another order remade... Been a loyal Rosati's customer for 8 years, in fact now come from California to visit and always make sure to stop and eat there each time I'm in town...."
"1286","j5nPiTwWEFr-VsePew7Sjg","The yellow tail collar was big and fresh. Everything we ordered was so delicious and authentic. I am so glad I found this hidden gem.

I can't wait to come... Power tip:  been here lots of times but never wrote anything specific, perhaps because we always pick from the specials that change periodically and... Really good ramen. I recommend trying it for sure. 

Yakitori is also excellent. Chicken was moist and not overly seasoned ... just the way I like it...."
"1287","bLCdohUvOM7l1OcXifmblw","Since my hubby and I were having a staycation at Palms Place we of course had to have dinner here at Simon's. Especially since I hear they are closing soon.... Since Simon is closing soon, I needed to get here and try the famous Sunday brunch when the servers all wear pajamas and the food is abundant.  The brunch... I'm a fan of Kerry Simon's restaurants, and made it a priority to come here since they are closing next month. Clearly I waited too long, as the food is..."
"1288","EWbNTPW0co_X4lZRB-QTLQ","This is my favorite restaurant to come and have lunch! I love the Chicken Satay and the Tom YuM seafood !!! 

Most of all, I can relax enjoy the Retsurant ,... I would give this place 5 stars based on my experience but the others at the table weren't impressed with the beef appetizer and canceled their beef entree... Good service and great food! We frequently stop in for lunch and the food is always amazing.  It's always piping hot and full of flavor.  The lunch specials..."
"1289","ReyjVKUEVKZHmlrBxu_h2A","We just ate at this very hip restaurant,  with killer music, and a laid back atmosphere.  
The food. The Food was brilliant! 
What a combo, they fuse... Another review I've been hesitant to write because of the high expectations I had...

Food: The very first thing I noticed about the menu was that not all... Great find while out Christmas shopping. My friend never had Filipino food and loved the garlic fried rice and lechon. Pork and shrimp shumai was delish..."
"1290","SDtIdchX9WpKlH5Yst8kjQ","Some of the BEST food in all of Vegas! Everything is always so fresh and flavorful  and piping hot. The red rice is truly some of the most delicious rice... We stopped in during a quick weekend trip to Vegas and it was definitely the real deal Guamanian food. We tried the Hafa Adai plate, the Beef Kelaguen,... Such great people and food!!

Get the empanadas for sure.  

So many good foods to take you back to your Guam roots. 

This is some red rice you must try!"
"1291","ac3laXcJnclYZAO65XAcmA","It was our first time at any Black Bear Diner & it won't be my last!  Our server was Bob & he took such good care of us!  He told us a little about the... Let's start this review with a spoiler. We love this place!

This chain of diners has a mountain and bear there. You probably got that from the name. Some... Please note that if you arrive on a weekend for breakfast you will most likely have to wait for a table (in our case is was about 15min). 
Service is quick..."
"1292","beuVp5CZxCdNvQIIPBS2rw","Chubby Cattle was a unique Hot Pot experience that you can do solo or in a group! 

+ LOCATION/PARKING: Chubby Cattle is located in central Spring Mountain.... Our first time at chubby cattle & everything has been AMAZING - from service to food!
Deni was extremely helpful & guided us through the whole process with... We have been to Chubby Cattle many times. I absolutely love the original soup, beautiful tomato soup and the oxtail soup broth. Very tasty and just..."
"1293","3ajqOW9A7VhResA08I7RTg","Crazy good!!
Had chicken steak eggs Benedict, and waffles -- sooo good--
$16 heavenly Bloody Mary, worth it-- and the best peach tea.
There is always a wait... Consistency is key and that is one reason I find myself at a HH when near one of their locations.  This is the 3rd location I've been to & quality of food... This is a PERFECT EXAMPLE that bigger is not always better.  

This mess was the Pork Cutlet Benedict and it was DISGUSTING.  

The gravy was simply one of..."
"1294","7wHLFohwCw8l6WS-feLjeg","Other Mama is a prime example of your neighborhood's hidden gem. Its location might not be in the flashiest part of town such as in a resort casino or at... So.. I've been here a few times now and do overall enjoy my dine in experience there. Although I can't give this a 5 or even a 4 star based on the level of... One of my friends from medical school days was visiting and she had heard about Other Mama, so we decided to try it out together. I found the name very..."
"1295","_cs_J4j8XXyBgihJs83qUg","Idk if it's the manager or not but the same dude is always here, and he is always super nice and if the wait is to long he always takes care of us! 1 star because the food tasted pretty good, but service would have caused this place to get 0 stars.

We're from out of town, just drove 6 hrs and wanted to... Ordered postmates from here before and they botched my order, but decided to give them another chance.

This time in the drive through:

They didn't give me..."
"1296","YZGSNhgTS6YeyUYoivD-Ww","Nice beer and burger place.

It has big tv all around so you can see the screen almost from any seat.  It gets crowded during popular game. 

My husband... If you like to have your meal in relative peace and quiet then don't come here when there's Monday night football. 

It gets really noisy with a lot of... We only went here because the restaurant at the california hotel were they serve the oxtail soup and moved it here, they are fairly busy which is..."
"1297","uqo0qY32KN0wyzsB30hB5A","Stopped to fuel up on carbs before heading out to Death Valley National Park.   Open 24 Hours and at 4:50am not very busy.   Took a long time for our waiter... My boyfriend and I ordered breakfast and waited 30 plus minutes while watching everyone around that came after us get their food. Our server finally came... The location has good food, and great service. It's a mayhem for the late-night munchies if you're in the area. I was super disappointed that they ran out..."
"1298","e0JOkQYz_cnz91k6X55PLw","A most excellent choice for Date Night!!! 

Reservations were made ahead of time through the OpenTable app. The restaurant is so beautiful inside, it has a... This review is for Sinatra in Encore, an extremely beautiful hotel who along with Wynn still rank #1 in my opinion. 
The restaurant is equally beautiful and... The waiter did a great job selling me the veal. The way he explained the veal and how he dramatized it had me drooling so I went for it. 
The veal came with..."
"1299","E9Bq0UKtg3tB1yr2QXZ0Dg","It was pretty good. Our server was really nice and waffles were delicious if you like the sweeter things in life as they are candied. My God sister loved... Savory & Sweet

My favorite unfiltered dame and I stopped by for a quick brunch Saturday afternoon. The waffle bar was empty but ironically there was a... My grandma wanted to check this place out. It was in a cute village that I had never seen before. I'm not sure who runs this place but they need to improve..."
"1300","-8R_-EkGpUhBk55K9Dd4mg","Don't let the cliche name fool you, the Thai food here is authentic and delicious.

Great lunch special or for takeout. The dining room is a bit small but... I've eaten here a few times and some things are better than others. The Tom kha soup is good. I've had it with chicken and shrimp, but I prefer the latter.... Wish my red curry was thicker...

This place offers really cheap lunch specials and with that said the portions are on the small side and don't always leave..."
"1301","c61LbN1s5qF-k52ReVbQjQ","Completely slammed when we were there and yet everyone seemed to take it in stride.

Maybe I've lowered my expectations but I was very pleasantly surprised... Came here for lunch yesterday.... I ordered an omelette and my husband got a burger. We also got the sampler appetizer. I know I shouldn't expect much from... My husband, daughter, two sons and myself stopped in for dinner after shopping at the M & M Store on the strip. 
My daughter ordered a egg skillet, my son..."
"1302","ZBPwZv0QFWF9QGyR7LbIsA","This is my group of friends go to spot for pho. We've been coming for a few years now and their pho is simply the best. Anyone who knows pho knows it starts... This location has permanently closed. The door has been chained and padlocked during posted business hours for the last 2 weeks, but no health department... This place was a great little find for a quick Chinese or Vietnamese meal. It's in the same plaza as a goodwill drop off point and the nail place where I..."
"1303","spCzs32TMQpRCJbJfArZng","Simple items, always has their wonderful Swedish Meatballs.

The menu items change up every so often, but the meatballs and salmon dish is always available.... I finally went to IKEA! I have been personally avoiding this place because I know me and shopping specially at a store like this I would go in debt.... I don't want to start a controversy or anything, but I thought the meatballs here were just okay. Mic drop.

That being said, it's cool to have a dining..."
"1304","llifBVCFAnr124WdKXmtLg","Definitely happy to finally get some authentic Lebanese food I've been missing since we moved. If you have you hummus or lamb craving this will satisfy you. The restaurant is fairly large and the decor lavish. It was fairly empty when we went but it was the middle of the afternoon.

There is a lunch menu that... Noura was the greatest server I've ever had. Mustafa was an amazing singer  best time of my life"
"1305","aD0EslPREWGDlSpD0RMlEg","So simple and yet so delicious!  My husband and I was just craving some good ol' Chinese BBQ and we found this place via Yelp.

The service is quick.  You... This was all the rage from my friends in Southern California and came highly recommended.  So, of course I had to go give it a try when I was in Las Vegas.... My brother recommended this place to us while vacationing in Vegas. He just couldn't stop talking about the pork belly and chow fun noodles. We sought out..."
"1306","O0DxNujKaN-KIfcgbV3MgA","Friendly and efficient service at the drive thru!  Order the half chicken and saltado de pollo.  Came out to $21 or so. Nice portion size and the price... I have been looking for a decent fast healthy option for chicken. I have been to a bunch of places in Las Vegas. 
My friend recommended this place to me. So... Stopped in as my guests were fans of their Southern CA location and had a craving for their chicken. 

I must admit it this place reminds me of Los Pollos..."
"1307","IRzXVRIzRoYpnjaVXF3vNA","I'm from a part of Southern California that has hardly a shortage of Chinese food. I was hungry and I was in town for a music festival across the street. I... I am a fan!!  I stayed at SLS for a music festival and Northside cafe literally saved my life.

It blew my mind how good the chinese food actually was and... Went here when we first got in to our hotel as it's 24 hours and the food was alright. I wouldn't have chose to go here if i has other options , but it..."
"1308","0WPXDs4ini3D7jpiy1Daqw","Incredible vegan sandwiches here! I got the Whoop Whoop, it was delicious.  Getting some vegan cheese cake and vegan cheese to bring home. If it's anything... Service has gotten a little better. I still come here for ""The Buisness"" salad and Tree of Life.

Now selling VioLife cheeses that were only available at... It's 1:30 am here and there is a line wrapping the restaurant for their oxtail soup that is served only on their graveyard menu 11pm - 9am. 

The wait..."
"1309","S1N5-ZXwR4fUIPs6dLnBYQ","Must try: Bun rieu- pretty tasty
The restaurant is big and spacious. We came in the morning when they just opened so there was only 1 server but she was... We were in the mood for some banh cuon so a little yelping led us to this hole in the wall. My boyfriend and I came at 3 in the afternoon, so it was... Ok service as there are only 2 tables on a Saturday lunch. The food is horrible. The broth is good and there are plenty of fresh herbs but the meat is..."
"1310","0EpnzIpeFvhISkxMTIv9WA","Being a Jamaican I have very high expectations and I protective of my island food. I ordered the oxtails and let me just say di food did nice yuh paae.

I... I just got back from Jamaica where I experienced the food for the first time, delicious.

I was so excited to have more Jamaican food at home. This food was... I've had authentic Jamaican food before(lived in brooklyn for 23 years) but it was always neat based and never stood out to me.  So I'll premise my review..."
"1311","LEzaRCdhDfO2eM75HZNnUQ","The non vegan bf loved his sushi quite a bit. Which can be hard since he's used to the abundant LA options. 

Vegan vegan vegan!! So many vegan options,... Visiting in Vegas, looking for for something to eat, and drove by here on chance. Figured I'd stop and check it out. Glad I did! The sushi was very fresh,... Quite place. Good quality of fish. I wouldn't say izakaya style kinda place but they quite large menu. I would come back. I like the poke bowl $13"
"1312","X075p7boJU1j1JNHUj5UQQ","Found out that there was a Claim Jumper in downtown Las Vegas and had to try it. It is located inside of the Golden Nugget back building right across from... It's gonna be a nope from me. Was trying to avoid an expensive gourmet meal or a quick fast food stop and somehow- regrettably- ended up at Claim Jumper. It... Okay this is the second time we visited for breakfast and nothing has changed.  It us 20 minutes to order breakfast.  The restaurant was about half full...."
"1313","Wg9272hxpu9IBTXMTB6EeQ","I'm not sure what it is, but there is something about Chilis that just keeps bringing you back for more. Maybe it's the positive attitude the servers have?... The chain of Chili's is very good, but on 11/25/19, our server was completely negligent to our table. She was very attentive to everyone else, but our... I came to dinner with 3 of my other friends. Showed up at 9:45pm. All 3 of us ordered the 3 for $10 special. We were given the WORST customer services and..."
"1314","Jur1iiejUFw_YCkfDfy1gQ","It's my 'go to' dim sum place in Vegas.  This place is always busy so be prepare for waiting but the line move pretty fast. They do serve dim sum all day... Yikes! 

Typical chinese food with nothing special. We came to get the chicken with ginger and scallions but they ran out. How does one run out at lunch?... Update : I came here with my family during a Saturday night which surprisingly, the place was pretty empty. Figured, great we'll get out of here pretty..."
"1315","LR0qF0FEVsCOhYWUOiH26A","This was our first stop after landing in Vegas - we got complimentary entry because of Mlife and were pleasantly surprised with the options here!

Beverages... Aria Buffet came through!! Staff was great, food was yummy. Unique dishes, great atmosphere, design is on point, and the food? Almost All the stations... Although the price is a little up there.. The Buffet at ARIA is on my list as far as being one of the best buffets in Las Vegas. With so many choices to..."
"1316","jmyvOW6G2T1fIePvajB4nQ","WOOOOOW!!! I am seriously blown away by this place every single time I come, incredible!!!  By far the best Cuban food restaurant in town.  I love... Now, this is far from the island but so close to the flavor!! Cuban Cafe has that 'ya tu sabe' flavor. I had Massita con yucca and man! The moment that... I went for the fist time to this restaurant and I feel right at home.  I'm from Puerto Rico  and my wife is from Honduras, and we totally loved 
Cuba's..."
"1317","R_ZlcX46pPdjhjmfd043LA","We took the elevator up to a waiting room floor and once all our guests arrived we were taken to our table. It was beautiful view with a beautiful dinner.... The worst customer service I've ever dealt with.  No point in making a reservation. They don't know what time management is.... rude hostess when asked if... Brought my daughter here for her 21st birthday. The view of course was amazing. Service was perfect. The food was great other than the brussel sprouts, they..."
"1318","d482l58ho0_IMdFkXX1F5Q","When I heard that DB Brasserie was going to be closing down in January, I made it a priority to go down there with my recent trip to Vegas since it has... I was there for their happy hour. Here's what you can get---- $1 oysters between 5 & 6 pm. Need I say more. They also have $4 draft beer specials.... This is a great option if you are craving some French/American food. The menu offers an extensive number of options which makes it easy to find something to..."
"1319","iBlQvqiy5Rg2h-y9TS1yOA","A very Happy Hour!

If you are looking a great happy hour with a great balance of drinks and food items... You found it! 

We enjoyed everything from the... This was my first time here & I was actually excited to go because my hairdresser said it was really good. She raved about the taco salad so I had that set... I will start with they have happy hour EVERY day from 3pm-6pm which instantly makes this spot worth a shot when you have nothing else to do on the weekend..."
"1320","2bK1ng2mnRdtTh_BDNGmIg","Bomb.com! This pizza is delicious, try the meat lovers. Don't waste your money on cheap pizza, try North End instead. Had lunch today with my brother & my other half. X-Large cheese pizza, with oregano. Cooked to perfection. It was hot inside & the ceiling fan wasn't... Pizza was good but i requested utensils, cheese, red pepper flakes and ranch on side. Nothing other than the pizza was delivered. The pizza alone was a 5..."
"1321","rt-aQTkNfILbxBuATdJ1dA","Always hit this place up when on Freemont.
Location 1st floor of The D casino enter from Fremont or  near bar in casino. Small area to eat a few tables. But... You're gonna see some weird shit in Vegas. Like, a-group-of-10-fully-grown-men-decked-out-in-basketball-uniforms-and-chanting ""we're number 1"" weird shit.... ""Free Powerade for the Champs.""

Yes, American Coney Island simply gets it. They understand that supporting championship basketball teams (that won the..."
"1322","RodA_gxhr2Mj-pyQAL2RAQ","Celeste my fav bartender from Bottiglia works here now yay!  Lovely ambiance looking out to the beautiful outdoor patio.  Hand crafted pasta & $6 HH.... I stopped into Salute with a friend for happy hour.  The bar area was pretty hopping but we were able to find a seat.  The bartender was a little... I like that you are able to sit outside here. It's a pretty ambiance in front of red rock. I haven't eaten inside yet and have sat outside both times we..."
"1323","Cni2l-VKG_pdospJ6xliXQ","After perusing several restaurants in the shoppes at Mandalay Place we chose Burger Bar Las Vegas. We chose the Black Angus Beef Burger from the Ultimate... My company was doing a tradeshow in Mandalay and let me tell you, after a tradeshow, you are just extremely tired and HANGRY.  We decided to walk to the... I love Burger Bar!  My husband and I dined here once before, and returned again last night.  I'll start off by saying that I had just finished running in..."
"1324","bzI2YREsxDomhVvvaZmcSw","New menu item-Chicken Gorgonzola wrap was delicious!  Patsy was a great server!  We loaded her down with questions and she was great!
We love this... I've eaten here what feels like hundreds of times and I've never been disappointed.
The duck tacos are CLASSIC, a must try. the Mediterranean dips have... Straight to the point, did not like service at all.
Only ate appetizers, which were both good.
Especially at half off."
"1325","kYvZZ_aKaKLQKeyms74T2Q","On every visit I have the whole deep fried red snapper with diabla sauce. It's the dish I have at every Mexican restaurant that serves it, and Lindo's is... On Tuesday, October, 1st, 2019, me and my family decided to come here again to try out the service and food. To say the least, the service has been great... Restaurant had packed food poorly. Something leaked and when I picked up the bag the bag tore, the food went everywhere. U called the restaurant and spoke..."
"1326","NCR20zyNvXPb3gYpZqAvbQ","Bin 702 is definitely underrated and one of my favorite spots downtown on Fremont St.
 
Located in the back right corner of Container Park, Bin 702 is a... Came in with my Aunt from out of town, having had previous good experiences when they opened. It seems now it is just ok. We were told we could sit on the... Super small little place but they have some good drink prices! Beer and frosé for about $5-$6. There's mostly seating outside in the park but there is some..."
"1327","poYsvuOmVDqF4dTnjJ780A","I had this place marked for a while and now I needed to be Far East, it was a perfect time to stop here on the way. 
There's a parking lot outside shared... If you are looking for creative lattes and yummy waffles, this is the place! I ordered a peppermint latte and an original waffle, the quality was great. I... It's coffee and waffles...what's not to love? We were on the way from Vegas to Grand Canyon and looking for a quick breakfast so we stopped here. If you..."
"1328","E9HkUYYO_-5vKjvBwLuDIw","Went there last night, food was great.  We had a Brie appetizer that was amazing.  Service was awesome and I loved the atmosphere.  
We ordered a french... What a hidden gem. True French cuisine. The appetizers came out and we couldn't stop. The ravioli was in a cognac sauce and hot and delicious. The cheese... I have been here for lunch a couple of times and have greatly enjoyed. First dinner tonight, booked on Open Table and was greeted and seated immediately at..."
"1329","GmGvbDABaGvcKe_jIDvq6w","What can I say about this Raising Cane's location? Two words, THE BEST! I've been coming to this location since 2016. Me and my family (4 people including... I love Raising Cane's! This location is closest to me and we visit here when we can. The establishment is always clean and customer service is fairly good.... Gave them a 2 because the staff was friendly through the drive thru, but fries were not fresh, chicken was not crisy and the bread was not cooked correctly"
"1330","siuAD-vFRYAjozc332wq3g","We visited Americana on Wednesday October 2nd for their Lobster night. Being from out of town, it was a refreshing change to venture off the Strip for... Tuesday only happy hour have a good oysters.
I end up spending $141.
Still very good dessert and small but fresh oysters. Best Sunday Brunch! 
Prepare to be served full menu of the brunch and it is unlimited. Unlimited drinks available for
Additional price. Food presentation is..."
"1331","qUSisWf5QNIMk8aeVhwKjA","For the love of PEET! Why are these soooo good!!!  There is no way you can even tell these are all vegan! Wha whooooo!!! 

This place is clean, staff is... Love getting cinnamon rolls from this place. I normally get the Captain American but tonight I decided to try something different. With the help of the... Drake: We have been a couple times. The last time we shared the cookie dough specialty roll, I thought it was pretty good. There's rolls that I've liked..."
"1332","F6p_k-Q6W_kkAb-s_a0Omw","So we stumbled upon this place after attempting to check out the restaurant next door but they had a hostess with zero confidence we could get to our movie... I was very disappointed with this location. The first CPR&G  I dined at in Henderson was amazing. I've not been to the Henderson location for 5 years but... I've been to plenty of casual eateries but have never had the service that I received here.  One of the cashiers came out and quickly attended to our needs..."
"1333","c5N-XCk-ntpyYRsYkwH7kA","Loved This place. At 8 AM it did not have a ""dive-like"" feel to it: Very clean and had a relaxed vibe. Joel the bartender/server was quite the gentleman and... If you're looking for a place to watch the Las Vegas Golden Knights games, I would pass on this place. Came here to watch the only Las Vegas professional... I opted for Bar Code on a late Friday night b/c I was craving for some drinks and a burger.  What better place than Bar Code's happy hour?!

I called ahead..."
"1334","QJatAcxYgK1Zp9BRZMAx7g","I haven't been to a Shake Shack before, so I can only speak about my experience in Las Vegas. 

We were craving some burgers and decided to go to the Shake... I came to this place for the first and honestly im so dissapointed with the way the cashier ""Carlo"" treated me.After i told him it was my first time here he... Located at the New York New York vegas hotel. I went to this place to finally put an end to my curiosity of which one is better In N Out versus Shake..."
"1335","wWuGa3OOQJro_XGe-GKBXA","We loooove, love, love, love sushi. And this little restaurant does it right. Make a reservation, sit down at the sushi bar, and order their omakase. We got... Kabuto is a very highly recommended, rated and esteemed Edo Style Sushi establishment just off the Vegas strip.

I went with the Omakase set, which includes... I went here to celebrate my birthday and we did the kabuto omakase. The experience was wonderful!! Great service and everything on the item was so fresh and..."
"1336","PgQZfKQwW6Q9fIvViD7Xrg","Ordered with friends via Grubhub or UberEats. I ordered the California Club Croissant with fruit (no dip). I can't argue about getting a bag of BBQ chips... Mood - dinner

Upon entering was greeted with great customer service and given suggestions regarding the menu. You place your order at the front counter,... As far as the sandwiches go, they aren't the most flavorful but if you're looking for healthier options this could be your place. The sandwiches to me were..."
